"fatal","lowdem","terr500k10yr","interaction4","defense","caprat","contig","pnbdem_low","peaceyears","spline1","spline2","spline3"
0,5,0,0,0,0.0982070714235306,0,0.400000005960464,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
0,7,7,49,0,0.399871408939362,0,0.111111111938953,51,-47407.7421875,-86259.3828125,-103462.8359375
0,-9,0,0,1,0.0111549291759729,0,0.200000002980232,51,-47407.7421875,-86259.3828125,-103462.8359375
0,10,0,0,1,0.0109489057213068,0,1,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,-7,0,0,0,0.114751517772675,0,0.25,2,-7.65405416488647,-7.17837858200073,-6.4432430267334
0,2,9,18,0,0.0979887694120407,0,0.25,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
0,-1,0,0,0,0.592956602573395,0,0.5,49,-43640.4765625,-78566.1328125,-92558.140625
0,10,0,0,0,0.190622732043266,0,0.666666686534882,78,-111030.84375,-220435.21875,-308118.75
0,7,1,7,0,0.227819710969925,0,0,125,-267052.5,-561517.75,-868088.375
0,10,6,60,0,0.2578125,0,0.444444447755814,26,-10983.95703125,-15427.8974609375,-14155.8056640625
0,-3,8,-24,0,0.0259496066719294,0,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
0,-7,0,0,0,0.557661950588226,0,0,45,-36531.4609375,-64190.21875,-72663.5703125
0,-4,0,0,0,0.354359954595566,0,0.0625,36,-22686.44140625,-36951.30078125,-37576.99609375
